,0
319,65.89786899683048
320,96.79782902824104
321,182.61632387954177
322,213.85130777816693
323,135.3443600827489
324,166.6556527637985
325,122.86720919978643
326,141.06868617113258
327,121.66931199693119
328,227.39440858808086
329,104.22331262258399
330,105.27827936014643
331,122.51304653689652
332,194.96836235083964
333,54.848533802793554
334,111.46494293952105
335,110.96431979541177
336,60.47539972416354
337,190.57029591663792
338,110.29888407897664
339,111.2122735382614
340,201.11649103580055
341,64.27586248723321
